segment_id,geolocation_type,geolocation_id,sensor_id,snr_type,date_index,target_type
26433,D,6,10,HighSNR,2,human
26434,D,6,10,HighSNR,2,human
26435,D,6,10,HighSNR,2,human
26436,D,6,10,HighSNR,2,human
26437,D,6,10,HighSNR,2,human
26438,D,6,10,HighSNR,2,human
26439,D,6,10,HighSNR,2,human
26440,D,6,10,HighSNR,2,human
26441,D,6,10,HighSNR,2,human
26442,D,6,10,HighSNR,2,human
26443,D,6,10,HighSNR,2,human
26444,D,6,10,HighSNR,2,human
26445,D,6,10,HighSNR,2,human
26446,D,6,10,HighSNR,2,human
26447,D,6,10,HighSNR,2,human
26448,D,6,10,HighSNR,2,human
26449,D,6,10,HighSNR,2,human
26450,D,6,10,HighSNR,2,human
26451,D,6,10,HighSNR,2,human
26452,D,6,10,HighSNR,2,human
26453,D,6,10,HighSNR,2,human
26454,D,6,10,HighSNR,2,human
26455,D,6,10,HighSNR,2,human
26456,D,6,10,HighSNR,2,human
26457,D,6,10,HighSNR,2,human
26458,D,6,10,HighSNR,2,human
26459,D,6,10,HighSNR,2,human
26460,D,6,10,HighSNR,2,human
26461,D,6,10,HighSNR,2,human
26462,D,6,10,HighSNR,2,human
26463,D,6,10,HighSNR,2,human
26464,D,6,10,HighSNR,2,human
26465,D,6,10,HighSNR,2,human
26466,D,6,10,HighSNR,2,human
26467,D,6,10,HighSNR,2,human
26468,D,6,10,HighSNR,2,human
26469,D,6,10,HighSNR,2,human
26470,D,6,10,HighSNR,2,human
26471,D,6,10,HighSNR,2,human
26472,D,6,10,HighSNR,2,human
26473,D,6,10,HighSNR,2,human
26474,D,6,10,HighSNR,2,human
26475,D,6,10,HighSNR,2,human
26476,D,6,10,HighSNR,2,human
26477,D,6,10,HighSNR,2,human
26478,D,6,10,HighSNR,2,human
26479,D,6,10,HighSNR,2,human
26480,D,6,10,HighSNR,2,human
26481,D,6,10,HighSNR,2,human
26482,D,6,10,HighSNR,2,human
26483,D,6,10,HighSNR,2,human
26484,D,6,10,HighSNR,2,human
26485,D,6,10,HighSNR,2,human
26486,D,6,10,HighSNR,2,human
26487,D,6,10,HighSNR,2,human
26488,D,6,10,HighSNR,2,human
26489,D,6,10,HighSNR,2,human
26490,D,6,10,HighSNR,2,human
26491,D,6,10,HighSNR,2,human
26492,D,6,10,HighSNR,2,human
26493,D,6,10,HighSNR,2,human
26494,D,6,10,HighSNR,2,human
26495,D,6,10,HighSNR,2,human
26496,D,6,10,HighSNR,2,human
26497,D,6,10,HighSNR,2,human
26498,D,6,10,HighSNR,2,human
26499,D,6,10,HighSNR,2,human
26500,D,6,10,HighSNR,2,human
26501,D,6,10,HighSNR,2,human
26502,D,6,10,HighSNR,2,human
26503,D,6,10,HighSNR,2,human
26504,D,6,10,HighSNR,2,human
26505,D,6,10,HighSNR,2,human
26506,D,6,10,HighSNR,2,human
26507,D,6,10,HighSNR,2,human
26508,D,6,10,HighSNR,2,human
26509,D,6,10,HighSNR,2,human
26510,D,6,10,HighSNR,2,human
26511,D,6,10,HighSNR,2,human
26512,D,6,10,HighSNR,2,human
26513,D,6,10,HighSNR,2,human
26514,D,6,10,HighSNR,2,human
26515,D,6,10,HighSNR,2,human
26516,D,6,10,HighSNR,2,human
26517,D,6,10,HighSNR,2,human
26518,D,6,10,HighSNR,2,human
26519,D,6,10,HighSNR,2,human
26520,D,6,10,HighSNR,2,human
26521,D,6,10,HighSNR,2,human
26522,D,6,10,HighSNR,2,human
26523,D,6,10,HighSNR,2,human
26524,D,6,10,HighSNR,2,human
26525,D,6,10,HighSNR,2,human
26526,D,6,10,HighSNR,2,human
26527,D,6,10,HighSNR,2,human
26528,D,6,10,HighSNR,2,human
26529,D,6,10,HighSNR,2,human
26530,D,6,10,HighSNR,2,human
26531,D,6,10,HighSNR,2,human
26532,D,6,10,HighSNR,2,human
26533,D,6,10,HighSNR,2,human
26534,D,6,10,HighSNR,2,human
26535,D,6,10,HighSNR,2,human
26536,D,6,10,HighSNR,2,human
26537,D,6,10,HighSNR,2,human
26538,D,6,10,HighSNR,2,human
26539,D,6,10,HighSNR,2,human
26540,D,6,10,HighSNR,2,human
26541,D,6,10,HighSNR,2,human
26542,D,6,10,HighSNR,2,human
26543,D,6,10,HighSNR,2,human
26544,D,6,10,HighSNR,2,human
26545,D,6,10,HighSNR,2,human
26546,D,6,10,HighSNR,2,human
26547,D,6,10,HighSNR,2,human
26548,D,6,10,HighSNR,2,human
26549,D,6,10,HighSNR,2,human
26550,D,6,10,HighSNR,2,human
26551,D,6,10,HighSNR,2,human
26552,D,6,10,HighSNR,2,human
26553,D,6,10,HighSNR,2,human
26554,D,6,10,HighSNR,2,human
26555,D,6,10,HighSNR,2,human
26556,D,6,10,HighSNR,2,human
26557,D,6,10,HighSNR,2,human
26558,D,6,10,HighSNR,2,human
26559,D,6,10,HighSNR,2,human
26560,D,6,10,HighSNR,2,human
26561,D,6,10,HighSNR,2,human
26562,D,6,10,HighSNR,2,human
26563,D,6,10,HighSNR,2,human
26564,D,6,10,HighSNR,2,human
26565,D,6,10,HighSNR,2,human
26566,D,6,10,HighSNR,2,human
26567,D,6,10,HighSNR,2,human
26568,D,6,10,HighSNR,2,human
26569,D,6,10,HighSNR,2,human
26570,D,6,10,HighSNR,2,human
26571,D,6,10,HighSNR,2,human
26572,D,6,10,HighSNR,2,human
26573,D,6,10,HighSNR,2,human
26574,D,6,10,HighSNR,2,human
26575,D,6,10,HighSNR,2,human
26576,D,6,10,HighSNR,2,human
26577,D,6,10,HighSNR,2,human
26578,D,6,10,HighSNR,2,human
26579,D,6,10,HighSNR,2,human
26580,D,6,10,HighSNR,2,human
26581,D,6,10,HighSNR,2,human
26582,D,6,10,HighSNR,2,human
26583,D,6,10,HighSNR,2,human
26584,D,6,10,HighSNR,2,human
26585,D,6,10,HighSNR,2,human
26586,D,6,10,HighSNR,2,human
26587,D,6,10,HighSNR,2,human
26588,D,6,10,HighSNR,2,human
26589,D,6,10,HighSNR,2,human
26590,D,6,10,HighSNR,2,human
26591,D,6,10,HighSNR,2,human
26592,D,6,10,HighSNR,2,human
26593,D,6,10,HighSNR,2,human
26594,D,6,10,HighSNR,2,human
26595,D,6,10,HighSNR,2,human
26596,D,6,10,HighSNR,2,human
26597,D,6,10,HighSNR,2,human
26598,D,6,10,HighSNR,2,human
26599,D,6,10,HighSNR,2,human
26600,D,6,10,HighSNR,2,human
26601,D,6,10,HighSNR,2,human
26602,D,6,10,HighSNR,2,human
26603,D,6,10,HighSNR,2,human
26604,D,6,10,HighSNR,2,human
26605,D,6,10,HighSNR,2,human
26606,D,6,10,HighSNR,2,human
26607,D,6,10,HighSNR,2,human
26608,D,6,10,HighSNR,2,human
26609,D,6,10,HighSNR,2,human
26610,D,6,10,HighSNR,2,human
26611,D,6,10,HighSNR,2,human
26612,D,6,10,HighSNR,2,human
26613,D,6,10,HighSNR,2,human
26614,D,6,10,HighSNR,2,human
26615,D,6,10,HighSNR,2,human
26616,D,6,10,HighSNR,2,human
26617,D,6,10,HighSNR,2,human
26618,D,6,10,HighSNR,2,human
26619,D,6,10,HighSNR,2,human
26620,D,6,10,HighSNR,2,human
26621,D,6,10,HighSNR,2,human
26622,D,6,10,HighSNR,2,human
26623,D,6,10,HighSNR,2,human
26624,D,6,10,HighSNR,2,human
26625,D,6,10,HighSNR,2,human
26626,D,6,10,HighSNR,2,human
26627,D,6,10,HighSNR,2,human
26628,D,6,10,HighSNR,2,human
26629,D,6,10,HighSNR,2,human
26630,D,6,10,HighSNR,2,human
26631,D,6,10,HighSNR,2,human
26632,D,6,10,HighSNR,2,human
26633,D,6,10,HighSNR,2,human
26634,D,6,10,HighSNR,2,human
26635,D,6,10,HighSNR,2,human
26636,D,6,10,HighSNR,2,human
26637,D,6,10,HighSNR,2,human
26638,D,6,10,HighSNR,2,human
26639,D,6,10,HighSNR,2,human
26640,D,6,10,HighSNR,2,human
26641,D,6,10,HighSNR,2,human
26642,D,6,10,HighSNR,2,human
26643,D,6,10,HighSNR,2,human
26644,D,6,10,HighSNR,2,human
26645,D,6,10,HighSNR,2,human
26646,D,6,10,HighSNR,2,human
26647,D,6,10,HighSNR,2,human
26648,D,6,10,HighSNR,2,human
26649,D,6,10,HighSNR,2,human
26650,D,6,10,HighSNR,2,human
26651,D,6,10,HighSNR,2,human
26652,D,6,10,HighSNR,2,human
26653,D,6,10,HighSNR,2,human
26654,D,6,10,HighSNR,2,human
26655,D,6,10,HighSNR,2,human
26656,D,6,10,HighSNR,2,human
26657,D,6,10,HighSNR,2,human
26658,D,6,10,HighSNR,2,human
26659,D,6,10,HighSNR,2,human
26660,D,6,10,HighSNR,2,human
26661,D,6,10,HighSNR,2,human
26662,D,6,10,HighSNR,2,human
26663,D,6,10,HighSNR,2,human
26664,D,6,10,HighSNR,2,human
26665,D,6,10,HighSNR,2,human
26666,D,6,10,HighSNR,2,human
26667,D,6,10,HighSNR,2,human
26668,D,6,10,HighSNR,2,human
26669,D,6,10,HighSNR,2,human
26670,D,6,10,HighSNR,2,human
26671,D,6,10,HighSNR,2,human
26672,D,6,10,HighSNR,2,human
26673,D,6,10,HighSNR,2,human
26674,D,6,10,HighSNR,2,human
26675,D,6,10,HighSNR,2,human
26676,D,6,10,HighSNR,2,human
26677,D,6,10,HighSNR,2,human
26678,D,6,10,HighSNR,2,human
26679,D,6,10,HighSNR,2,human
26680,D,6,10,HighSNR,2,human
26681,D,6,10,HighSNR,2,human
26682,D,6,10,HighSNR,2,human
26683,D,6,10,HighSNR,2,human
26684,D,6,10,HighSNR,2,human
26685,D,6,10,HighSNR,2,human
26686,D,6,10,HighSNR,2,human
26687,D,6,10,HighSNR,2,human
26688,D,6,10,HighSNR,2,human
26689,D,6,10,HighSNR,2,human
26690,D,6,10,HighSNR,2,human
26691,D,6,10,HighSNR,2,human
26692,D,6,10,HighSNR,2,human
26693,D,6,10,HighSNR,2,human
26694,D,6,10,HighSNR,2,human
26695,D,6,10,HighSNR,2,human
26696,D,6,10,HighSNR,2,human
26697,D,6,10,HighSNR,2,human
26698,D,6,10,HighSNR,2,human
26699,D,6,10,HighSNR,2,human
26700,D,6,10,HighSNR,2,human
26701,D,6,10,HighSNR,2,human
26702,D,6,10,HighSNR,2,human
26703,D,6,10,HighSNR,2,human
26704,D,6,10,HighSNR,2,human
26705,D,6,10,HighSNR,2,human
26706,D,6,10,HighSNR,2,human
26707,D,6,10,HighSNR,2,human
26708,D,6,10,HighSNR,2,human
26709,D,6,10,HighSNR,2,human
26710,D,6,10,HighSNR,2,human
26711,D,6,10,HighSNR,2,human
26712,D,6,10,HighSNR,2,human
26713,D,6,10,HighSNR,2,human
26714,D,6,10,HighSNR,2,human
26715,D,6,10,HighSNR,2,human
26716,D,6,10,HighSNR,2,human
26717,D,6,10,HighSNR,2,human
26718,D,6,10,HighSNR,2,human
26719,D,6,10,HighSNR,2,human
26720,D,6,10,HighSNR,2,human
26721,D,6,10,HighSNR,2,human
26722,D,6,10,HighSNR,2,human
26723,D,6,10,HighSNR,2,human
26724,D,6,10,HighSNR,2,human
26725,D,6,10,HighSNR,2,human
26726,D,6,10,HighSNR,2,human
26727,D,6,10,HighSNR,2,human
26728,D,6,10,HighSNR,2,human
26729,D,6,10,HighSNR,2,human
26730,D,6,10,HighSNR,2,human
26731,D,6,10,HighSNR,2,human
26732,D,6,10,HighSNR,2,human
26733,D,6,10,HighSNR,2,human
26734,D,6,10,HighSNR,2,human
26735,D,6,10,HighSNR,2,human
26736,D,6,10,HighSNR,2,human
26737,D,6,10,HighSNR,2,human
26738,D,6,10,HighSNR,2,human
26739,D,6,10,HighSNR,2,human
26740,D,6,10,HighSNR,2,human
26741,D,6,10,HighSNR,2,human
26742,D,6,10,HighSNR,2,human
26743,D,6,10,HighSNR,2,human
26744,D,6,10,HighSNR,2,human
26745,D,6,10,HighSNR,2,human
26746,D,6,10,HighSNR,2,human
26747,D,6,10,HighSNR,2,human
26748,D,6,10,HighSNR,2,human
26749,D,6,10,HighSNR,2,human
26750,D,6,10,HighSNR,2,human
26751,D,6,10,HighSNR,2,human
26752,D,6,10,HighSNR,2,human
26753,D,6,10,HighSNR,2,human
26754,D,6,10,HighSNR,2,human
26755,D,6,10,HighSNR,2,human
26756,D,6,10,HighSNR,2,human
26757,D,6,10,HighSNR,2,human
26758,D,6,10,HighSNR,2,human
26759,D,6,10,HighSNR,2,human
26760,D,6,10,HighSNR,2,human
26761,D,6,10,HighSNR,2,human
26762,D,6,10,HighSNR,2,human
26763,D,6,10,HighSNR,2,human
26764,D,6,10,HighSNR,2,human
26765,D,6,10,HighSNR,2,human
26766,D,6,10,HighSNR,2,human
26767,D,6,10,HighSNR,2,human
26768,D,6,10,HighSNR,2,human
26769,D,6,10,HighSNR,2,human
26770,D,6,10,HighSNR,2,human
26771,D,6,10,HighSNR,2,human
26772,D,6,10,HighSNR,2,human
26773,D,6,10,HighSNR,2,human
26774,D,6,10,HighSNR,2,human
26775,D,6,10,HighSNR,2,human
26776,D,6,10,HighSNR,2,human
26777,D,6,10,HighSNR,2,human
26778,D,6,10,HighSNR,2,human
26779,D,6,10,HighSNR,2,human
26780,D,6,10,HighSNR,2,human
26781,D,6,10,HighSNR,2,human
26782,D,6,10,HighSNR,2,human
26783,D,6,10,HighSNR,2,human
26784,D,6,10,HighSNR,2,human
26785,D,6,10,HighSNR,2,human
26786,D,6,10,HighSNR,2,human
26787,D,6,10,HighSNR,2,human
26788,D,6,10,HighSNR,2,human
26789,D,6,10,HighSNR,2,human
26790,D,6,10,HighSNR,2,human
26791,D,6,10,HighSNR,2,human
26792,D,6,10,HighSNR,2,human
26793,D,6,10,HighSNR,2,human
26794,D,6,10,HighSNR,2,human
26795,D,6,10,HighSNR,2,human
26796,D,6,10,HighSNR,2,human
26797,D,6,10,HighSNR,2,human
26798,D,6,10,HighSNR,2,human
26799,D,6,10,HighSNR,2,human
26800,D,6,10,HighSNR,2,human
26801,D,6,10,HighSNR,2,human
26802,D,6,10,HighSNR,2,human
26803,D,6,10,HighSNR,2,human
26804,D,6,10,HighSNR,2,human
26805,D,6,10,HighSNR,2,human
26806,D,6,10,HighSNR,2,human
26807,D,6,10,HighSNR,2,human
26808,D,6,10,HighSNR,2,human
26809,D,6,10,HighSNR,2,human
26810,D,6,10,HighSNR,2,human
26811,D,6,10,HighSNR,2,human
26812,D,6,10,HighSNR,2,human
26813,D,6,10,HighSNR,2,human
26814,D,6,10,HighSNR,2,human
26815,D,6,10,HighSNR,2,human
26816,D,6,10,HighSNR,2,human
26817,D,6,10,HighSNR,2,human
26818,D,6,10,HighSNR,2,human
26819,D,6,10,HighSNR,2,human
26820,D,6,10,HighSNR,2,human
26821,D,6,10,HighSNR,2,human
26822,D,6,10,HighSNR,2,human
26823,D,6,10,HighSNR,2,human
26824,D,6,10,HighSNR,2,human
26825,D,6,10,HighSNR,2,human
26826,D,6,10,HighSNR,2,human
26827,D,6,10,HighSNR,2,human
26828,D,6,10,HighSNR,2,human
26829,D,6,10,HighSNR,2,human
26830,D,6,10,HighSNR,2,human
26831,D,6,10,HighSNR,2,human
26832,D,6,10,HighSNR,2,human
26833,D,6,10,HighSNR,2,human
26834,D,6,10,HighSNR,2,human
26835,D,6,10,HighSNR,2,human
26836,D,6,10,HighSNR,2,human
26837,D,6,10,HighSNR,2,human
26838,D,6,10,HighSNR,2,human
26839,D,6,10,HighSNR,2,human
26840,D,6,10,HighSNR,2,human
26841,D,6,10,HighSNR,2,human
26842,D,6,10,HighSNR,2,human
26843,D,6,10,HighSNR,2,human
26844,D,6,10,HighSNR,2,human
26845,D,6,10,HighSNR,2,human
26846,D,6,10,HighSNR,2,human
26847,D,6,10,HighSNR,2,human
26848,D,6,10,HighSNR,2,human
26849,D,6,10,HighSNR,2,human
26850,D,6,10,HighSNR,2,human
26851,D,6,10,HighSNR,2,human
26852,D,6,10,HighSNR,2,human
26853,D,6,10,HighSNR,2,human
26854,D,6,10,HighSNR,2,human
26855,D,6,10,HighSNR,2,human
26856,D,6,10,HighSNR,2,human
26857,D,6,10,HighSNR,2,human
26858,D,6,10,HighSNR,2,human
26859,D,6,10,HighSNR,2,human
26860,D,6,10,HighSNR,2,human
26861,D,6,10,HighSNR,2,human
26862,D,6,10,HighSNR,2,human
26863,D,6,10,HighSNR,2,human
26864,D,6,10,HighSNR,2,human
26865,D,6,10,HighSNR,2,human
26866,D,6,10,HighSNR,2,human
26867,D,6,10,HighSNR,2,human
26868,D,6,10,HighSNR,2,human
26869,D,6,10,HighSNR,2,human
26870,D,6,10,HighSNR,2,human
26871,D,6,10,HighSNR,2,human
26872,D,6,10,HighSNR,2,human
26873,D,6,10,HighSNR,2,human
26874,D,6,10,HighSNR,2,human
26875,D,6,10,HighSNR,2,human
26876,D,6,10,HighSNR,2,human
26877,D,6,10,HighSNR,2,human
26878,D,6,10,HighSNR,2,human
26879,D,6,10,HighSNR,2,human
26880,D,6,10,HighSNR,2,human
26881,D,6,10,HighSNR,2,human
26882,D,6,10,HighSNR,2,human
26883,D,6,10,HighSNR,2,human
26884,D,6,10,HighSNR,2,human
26885,D,6,10,HighSNR,2,human
26886,D,6,10,HighSNR,2,human
26887,D,6,10,HighSNR,2,human
26888,D,6,10,HighSNR,2,human
26889,D,6,10,HighSNR,2,human
26890,D,6,10,HighSNR,2,human
26891,D,6,10,HighSNR,2,human
26892,D,6,10,HighSNR,2,human
26893,D,6,10,HighSNR,2,human
26894,D,6,10,HighSNR,2,human
26895,D,6,10,HighSNR,2,human
26896,D,6,10,HighSNR,2,human
26897,D,6,10,HighSNR,2,human
26898,D,6,10,HighSNR,2,human
26899,D,6,10,HighSNR,2,human
26900,D,6,10,HighSNR,2,human
26901,D,6,10,HighSNR,2,human
26902,D,6,10,HighSNR,2,human
26903,D,6,10,HighSNR,2,human
26904,D,6,10,HighSNR,2,human
26905,D,6,10,HighSNR,2,human
26906,D,6,10,HighSNR,2,human
26907,D,6,10,HighSNR,2,human
26908,D,6,10,HighSNR,2,human
26909,D,6,10,HighSNR,2,human
26910,D,6,10,HighSNR,2,human
26911,D,6,10,HighSNR,2,human
26912,D,6,10,HighSNR,2,human
26913,D,6,10,HighSNR,2,human
26914,D,6,10,HighSNR,2,human
26915,D,6,10,HighSNR,2,human
26916,D,6,10,HighSNR,2,human
26917,D,6,10,HighSNR,2,human
26918,D,6,10,HighSNR,2,human
26919,D,6,10,HighSNR,2,human
26920,D,6,10,HighSNR,2,human
26921,D,6,10,HighSNR,2,human
26922,D,6,10,HighSNR,2,human
26923,D,6,10,HighSNR,2,human
26924,D,6,10,HighSNR,2,human
26925,D,6,10,HighSNR,2,human
26926,D,6,10,HighSNR,2,human
26927,D,6,10,HighSNR,2,human
26928,D,6,10,HighSNR,2,human
26929,D,6,10,HighSNR,2,human
26930,D,6,10,HighSNR,2,human
26931,D,6,10,HighSNR,2,human
26932,D,6,10,HighSNR,2,human
26933,D,6,10,HighSNR,2,human
26934,D,6,10,HighSNR,2,human
26935,D,6,10,HighSNR,2,human
26936,D,6,10,HighSNR,2,human
26937,D,6,10,HighSNR,2,human
26938,D,6,10,HighSNR,2,human
26939,D,6,10,HighSNR,2,human
26940,D,6,10,HighSNR,2,human
26941,D,6,10,HighSNR,2,human
26942,D,6,10,HighSNR,2,human
26943,D,6,10,HighSNR,2,human
26944,D,6,10,HighSNR,2,human
26945,D,6,10,HighSNR,2,human
26946,D,6,10,HighSNR,2,human
26947,D,6,10,HighSNR,2,human
26948,D,6,10,HighSNR,2,human
26949,D,6,10,HighSNR,2,human
26950,D,6,10,HighSNR,2,human
26951,D,6,10,HighSNR,2,human
26952,D,6,10,HighSNR,2,human
26953,D,6,10,HighSNR,2,human
26954,D,6,10,HighSNR,2,human
26955,D,6,10,HighSNR,2,human
26956,D,6,10,HighSNR,2,human
26957,D,6,10,HighSNR,2,human
26958,D,6,10,HighSNR,2,human
26959,D,6,10,HighSNR,2,human
26960,D,6,10,HighSNR,2,human
26961,D,6,10,HighSNR,2,human
26962,D,6,10,HighSNR,2,human
26963,D,6,10,HighSNR,2,human
26964,D,6,10,HighSNR,2,human
26965,D,6,10,HighSNR,2,human
26966,D,6,10,HighSNR,2,human
26967,D,6,10,HighSNR,2,human
26968,D,6,10,HighSNR,2,human
26969,D,6,10,HighSNR,2,human
26970,D,6,10,HighSNR,2,human
26971,D,6,10,HighSNR,2,human
26972,D,6,10,HighSNR,2,human
26973,D,6,10,HighSNR,2,human
26974,D,6,10,HighSNR,2,human
26975,D,6,10,HighSNR,2,human
26976,D,6,10,HighSNR,2,human
26977,D,6,10,HighSNR,2,human
26978,D,6,10,HighSNR,2,human
26979,D,6,10,HighSNR,2,human
26980,D,6,10,HighSNR,2,human
26981,D,6,10,HighSNR,2,human
26982,D,6,10,HighSNR,2,human
26983,D,6,10,HighSNR,2,human
26984,D,6,10,HighSNR,2,human
26985,D,6,10,HighSNR,2,human
26986,D,6,10,HighSNR,2,human
26987,D,6,10,HighSNR,2,human
26988,D,6,10,HighSNR,2,human
26989,D,6,10,HighSNR,2,human
26990,D,6,10,HighSNR,2,human
26991,D,6,10,HighSNR,2,human
26992,D,6,10,HighSNR,2,human
26993,D,6,10,HighSNR,2,human
26994,D,6,10,HighSNR,2,human
26995,D,6,10,HighSNR,2,human
26996,D,6,10,HighSNR,2,human
26997,D,6,10,HighSNR,2,human
26998,D,6,10,HighSNR,2,human
26999,D,6,10,HighSNR,2,human
27000,D,6,10,HighSNR,2,human
27001,D,6,10,HighSNR,2,human
27002,D,6,10,HighSNR,2,human
27003,D,6,10,HighSNR,2,human
27004,D,6,10,HighSNR,2,human
27005,D,6,10,HighSNR,2,human
27006,D,6,10,HighSNR,2,human
27007,D,6,10,HighSNR,2,human
27008,D,6,10,HighSNR,2,human
27009,D,6,10,HighSNR,2,human
27010,D,6,10,HighSNR,2,human
27011,D,6,10,HighSNR,2,human
27012,D,6,10,HighSNR,2,human
27013,D,6,10,HighSNR,2,human
27014,D,6,10,HighSNR,2,human
27015,D,6,10,HighSNR,2,human
27016,D,6,10,HighSNR,2,human
27017,D,6,10,HighSNR,2,human
27018,D,6,10,HighSNR,2,human
27019,D,6,10,HighSNR,2,human
27020,D,6,10,HighSNR,2,human
27021,D,6,10,HighSNR,2,human
27022,D,6,10,HighSNR,2,human
27023,D,6,10,HighSNR,2,human
27024,D,6,10,HighSNR,2,human
27025,D,6,10,HighSNR,2,human
27026,D,6,10,HighSNR,2,human
27027,D,6,10,HighSNR,2,human
27028,D,6,10,HighSNR,2,human
27029,D,6,10,HighSNR,2,human
27030,D,6,10,HighSNR,2,human
27031,D,6,10,HighSNR,2,human
27032,D,6,10,HighSNR,2,human
27033,D,6,10,HighSNR,2,human
27034,D,6,10,HighSNR,2,human
27035,D,6,10,HighSNR,2,human
27036,D,6,10,HighSNR,2,human
27037,D,6,10,HighSNR,2,human
27038,D,6,10,HighSNR,2,human
27039,D,6,10,HighSNR,2,human
27040,D,6,10,HighSNR,2,human
27041,D,6,10,HighSNR,2,human
27042,D,6,10,HighSNR,2,human
27043,D,6,10,HighSNR,2,human
27044,D,6,10,HighSNR,2,human
27045,D,6,10,HighSNR,2,human
27046,D,6,10,HighSNR,2,human
27047,D,6,10,HighSNR,2,human
27048,D,6,10,HighSNR,2,human
27049,D,6,10,HighSNR,2,human
27050,D,6,10,HighSNR,2,human
27051,D,6,10,HighSNR,2,human
27052,D,6,10,HighSNR,2,human
27053,D,6,10,HighSNR,2,human
27054,D,6,10,HighSNR,2,human
27055,D,6,10,HighSNR,2,human
27056,D,6,10,HighSNR,2,human
27057,D,6,10,HighSNR,2,human
27058,D,6,10,HighSNR,2,human
27059,D,6,10,HighSNR,2,human
27060,D,6,10,HighSNR,2,human
27061,D,6,10,HighSNR,2,human
27062,D,6,10,HighSNR,2,human
27063,D,6,10,HighSNR,2,human
27064,D,6,10,HighSNR,2,human
27065,D,6,10,HighSNR,2,human
27066,D,6,10,HighSNR,2,human
27067,D,6,10,HighSNR,2,human
27068,D,6,10,HighSNR,2,human
27069,D,6,10,HighSNR,2,human
27070,D,6,10,HighSNR,2,human
27071,D,6,10,HighSNR,2,human
27072,D,6,10,HighSNR,2,human
27073,D,6,10,HighSNR,2,human
27074,D,6,10,HighSNR,2,human
27075,D,6,10,HighSNR,2,human
27076,D,6,10,HighSNR,2,human
27077,D,6,10,HighSNR,2,human
27078,D,6,10,HighSNR,2,human
27079,D,6,10,HighSNR,2,human
27080,D,6,10,HighSNR,2,human
27081,D,6,10,HighSNR,2,human
27082,D,6,10,HighSNR,2,human
27083,D,6,10,HighSNR,2,human
27084,D,6,10,HighSNR,2,human
27085,D,6,10,HighSNR,2,human
27086,D,6,10,HighSNR,2,human
27087,D,6,10,HighSNR,2,human
27088,D,6,10,HighSNR,2,human
27089,D,6,10,HighSNR,2,human
27090,D,6,10,HighSNR,2,human
27091,D,6,10,HighSNR,2,human
27092,D,6,10,HighSNR,2,human
27093,D,6,10,HighSNR,2,human
27094,D,6,10,HighSNR,2,human
27095,D,6,10,HighSNR,2,human
27096,D,6,10,HighSNR,2,human
27097,D,6,10,HighSNR,2,human
27098,D,6,10,HighSNR,2,human
27099,D,6,10,HighSNR,2,human
27100,D,6,10,HighSNR,2,human
27101,D,6,10,HighSNR,2,human
27102,D,6,10,HighSNR,2,human
27103,D,6,10,HighSNR,2,human
27104,D,6,10,HighSNR,2,human
27105,D,6,10,HighSNR,2,human
27106,D,6,10,HighSNR,2,human
27107,D,6,10,HighSNR,2,human
27108,D,6,10,HighSNR,2,human
27109,D,6,10,HighSNR,2,human
27110,D,6,10,HighSNR,2,human
27111,D,6,10,HighSNR,2,human
27112,D,6,10,HighSNR,2,human
27113,D,6,10,HighSNR,2,human
27114,D,6,10,HighSNR,2,human
27115,D,6,10,HighSNR,2,human
27116,D,6,10,HighSNR,2,human
27117,D,6,10,HighSNR,2,human
27118,D,6,10,HighSNR,2,human
27119,D,6,10,HighSNR,2,human
27120,D,6,10,HighSNR,2,human
27121,D,6,10,HighSNR,2,human
27122,D,6,10,HighSNR,2,human
27123,D,6,10,HighSNR,2,human
27124,D,6,10,HighSNR,2,human
27125,D,6,10,HighSNR,2,human
27126,D,6,10,HighSNR,2,human
27127,D,6,10,HighSNR,2,human
27128,D,6,10,HighSNR,2,human
27129,D,6,10,HighSNR,2,human
27130,D,6,10,HighSNR,2,human
27131,D,6,10,HighSNR,2,human
27132,D,6,10,HighSNR,2,human
27133,D,6,10,HighSNR,2,human
27134,D,6,10,HighSNR,2,human
27135,D,6,10,HighSNR,2,human
27136,D,6,10,HighSNR,2,human
27137,D,6,10,HighSNR,2,human
27138,D,6,10,HighSNR,2,human
27139,D,6,10,HighSNR,2,human
27140,D,6,10,HighSNR,2,human
27141,D,6,10,HighSNR,2,human
27142,D,6,10,HighSNR,2,human
27143,D,6,10,HighSNR,2,human
27144,D,6,10,HighSNR,2,human
27145,D,6,10,HighSNR,2,human
27146,D,6,10,HighSNR,2,human
27147,D,6,10,HighSNR,2,human
27148,D,6,10,HighSNR,2,human
27149,D,6,10,HighSNR,2,human
27150,D,6,10,HighSNR,2,human
27151,D,6,10,HighSNR,2,human
27152,D,6,10,HighSNR,2,human
27153,D,6,10,HighSNR,2,human
27154,D,6,10,HighSNR,2,human
27155,D,6,10,HighSNR,2,human
27156,D,6,10,HighSNR,2,human
27157,D,6,10,HighSNR,2,human
27158,D,6,10,HighSNR,2,human
27159,D,6,10,HighSNR,2,human
27160,D,6,10,HighSNR,2,human
27161,D,6,10,HighSNR,2,human
27162,D,6,10,HighSNR,2,human
27163,D,6,10,HighSNR,2,human
27164,D,6,10,HighSNR,2,human
27165,D,6,10,HighSNR,2,human
27166,D,6,10,HighSNR,2,human
